store_id,name,address_context_code,address_context_description,intersection_description,quadrant_code,quadrant_description,address_line1,address_line2,address_line3,city,region,state,postal_code,county,country_code,country,Product Name,Price,Price Per Count,Primary Location Name,Available Quantity,Order Pickup,Curbside,In Store
2882,Katy Elyson,M,Mailing,Grand Pkwy (TX-99) and Freeman Rd,,,22165 FM 529,,,Katy,TX,Texas,77493-5094,Harris,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Katy Elyson,0.0,OUT_OF_STOCK,UNAVAILABLE,OUT_OF_STOCK
1882,Willowbrook,M,Mailing,Rt 83 & Midway Dr,NEC,NorthEast Corner,7601 Kingery Hwy,,,Willowbrook,IL,Illinois,60527-5538,DuPage,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Willowbrook,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2570,Marlborough East,M,Mailing,Rte 20 & Dicenzo Blvd,SWC,SouthWest Corner,605 Boston Post Rd E,,,Marlborough,MA,Massachusetts,01752-3702,Middlesex,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$2.69,$0.15,Marlborough East,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
3335,San Marcos Downtown,M,Mailing,Concho and LBJ Drive,,,"101 Concho St, Ste 200",,,San Marcos,TX,Texas,78666-5701,Hays,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,San Marcos Downtown,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1011,Eastern Hills,M,Mailing,Transit & Renaissance Rds,SWC,SouthWest Corner,8290 Transit Rd,,,Williamsville,NY,New York,14221-2820,Erie,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Eastern Hills,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1970,Middle River,M,Mailing,Martin Blvd & Middle River Rd,NWC,NorthWest Corner,1330 Martin Blvd,,,Middle River,MD,Maryland,21220-4104,Baltimore,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Middle River,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2044,Massillon,M,Mailing,Lincoln Way & Tremont Ave,NEC,NorthEast Corner,1980 Lincoln Way E,,,Massillon,OH,Ohio,44646-6965,Stark,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Massillon,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2082,Buena Park,M,Mailing,Orangethorpe Ave & Beach Blvd,SWC,SouthWest Corner,7530 Orangethorpe Ave,,,Buena Park,CA,California,90621-3429,Orange,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$3.79,$0.21,Buena Park,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
1907,Collierville,M,Mailing,New Byhalia Rd & Poplar Ave,NWC,NorthWest Corner,325 New Byhalia Rd,,,Collierville,TN,Tennessee,38017-3705,Shelby,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Collierville,0.0,OUT_OF_STOCK,UNAVAILABLE,OUT_OF_STOCK
1459,Pearland,M,Mailing,Rte 288 & Rte 518,SEC,SouthEast Corner,3045 Silverlake Village St,,,Pearland,TX,Texas,77584-8080,Brazoria,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Pearland,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2237,Mission,M,Mailing,US Hwy 83 & Sharyland Rd,NEC,NorthEast Corner,2427 E Expressway 83,,,Mission,TX,Texas,78572-8354,Hidalgo,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Mission,10.0,IN_STOCK,IN_STOCK,IN_STOCK
360,Eagan,M,Mailing,Cliff Rd & I-35E,NWC,NorthWest Corner,2000 Cliff Lake Rd,,,Eagan,MN,Minnesota,55122-2400,Dakota,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Eagan,10.0,IN_STOCK,IN_STOCK,IN_STOCK
738,Tracy,M,Mailing,I-205 & Grant Line Rd,NWC,NorthWest Corner,2800 Naglee Rd,,,Tracy,CA,California,95304-7307,San Joaquin,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Tracy,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
1000,Westminster,M,Mailing,Rte 140 & Rte 97,NWC,NorthWest Corner,200 Malcolm Dr,,,Westminster,MD,Maryland,21157-6110,Carroll,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Westminster,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2851,Powell,M,Mailing,Sawmill Pkwy &North Hampton Dr,SWC,SouthWest Corner,10560 Sawmill Pky,,,Powell,OH,Ohio,43065-7699,Delaware,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Powell,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1078,Greensboro Wendover,M,Mailing,Wendover & Bridford Pkwy,NWC,NorthWest Corner,1212 Bridford Pkwy,,,Greensboro,NC,North Carolina,27407-2645,Guilford,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Greensboro Wendover,10.0,IN_STOCK,IN_STOCK,IN_STOCK
1114,Little Rock West,M,Mailing,Chenal Pkwy & Markham St,NWC,NorthWest Corner,12700 Chenal Pkwy,,,Little Rock,AR,Arkansas,72211-3360,Pulaski,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$6.69,$0.37,Little Rock West,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2428,Bryan,M,Mailing,Hwy 6 Bypass & Briarcrest Dr,SEC,SouthEast Corner,3061 Wildflower Dr,,,Bryan,TX,Texas,77802-3060,Brazos,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Bryan,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2525,Blue Springs,M,Mailing,I-70 & NE Adams Dairy Pkwy,SEC,SouthEast Corner,1040 NE CORONADO,,,Blue Springs,MO,Missouri,64014-2971,Jackson,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Blue Springs,10.0,IN_STOCK,IN_STOCK,IN_STOCK
2015,Grand Rapids South,M,Mailing,Kalamazoo Ave & M-6,SEC,SouthEast Corner,1925 Marketplace Dr SE,,,Caledonia,MI,Michigan,49316-8511,Kent,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$5.79,$0.32,Grand Rapids South,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
885,Missoula,M,Mailing,Reserve St & Mullan St,NEC,NorthEast Corner,2420 N Reserve St,,,Missoula,MT,Montana,59808-1317,Missoula,US,United States of America,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),$2.89,$0.16,Missoula,0.0,UNAVAILABLE,UNAVAILABLE,OUT_OF_STOCK
